id,first_name,last_name,gender,university_name,city_of_residence,field_of_study,category_interest,interest
recJvLl2LSh8z0m0b,Magdaia,Spruce,Female,Türk-Alman Üniversitesi,İstanbul,Ekonomi,Sanat ve Yaratıcılık,Grafik Tasarım
recJz13znM0PlJh5S,Bernie,Deme,Female,Türkiye Odalar ve Borsalar Birliği Üniversitesi,Ankara,Ekonomi,Diğer İlgi Alanları,Yemek Yapma
recK7tq6BdviXj2Bj,Jude,Brockelsby,Male,Selçuk Üniversitesi,Konya,Makine Mühendisliği,Spor ve Sağlık,Meditasyon
recKCsQ7UWP5sp4U0,Dynah,Keme,Female,Koç Üniversitesi Anadolu,İstanbul,Makine Mühendisliği,Diğer İlgi Alanları,Kitap Okuma
recKIicuDOJG4roOj,Nike,Durnan,Male,Türk-Alman Üniversitesi,İstanbul,Eğitim Fakültesi,Doğa ve Açık Hava Aktiviteleri,Seyahat
recKJQkMMIVYgnqk5,Reade,Solano,Male,Akdeniz Üniversitesi,Antalya,Hukuk,Teknoloji ve Bilim,E-spor
recKQI1u2uxkyqPbo,Brant,Spiller,Male,Kırklareli Üniversitesi,Kırklareli,Bilgisayar Mühendisliği,Sanat ve Yaratıcılık,Resim
recKSI9vfPfu3na7L,Mil,Garrod,Female,Dumlupınar Üniversitesi,Kütahya,Veterinerlik,Sanat ve Yaratıcılık,Grafik Tasarım
recKVtJepo1A79SjW,Hyatt,Malham,Male,Samsun Üniversitesi,Samsun,Elektrik ve Elektronik Mühendisliği,Doğa ve Açık Hava Aktiviteleri,Kampçılık
recKYGeYwU2t4s3QB,Claretta,Gudde,Female,Sabancı Üniversitesi,İstanbul,Hukuk,Doğa ve Açık Hava Aktiviteleri,Seyahat
recKbFvjCOvELSG8a,Tabbie,Elphinstone,Male,İstanbul Yeni Yüzyıl Üniversitesi,İstanbul,Ziraat Mühendisliği,Teknoloji ve Bilim,E-spor
recKcAiq7HMPjsVVU,Hall,Nordass,Male,Hakkari Üniversitesi,Hakkari,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Hayvan Bakımı
recKjTYssl6b9Ybk1,Alan,Chopy,Male,Piri Reis Üniversitesi,İstanbul,Tıp,Doğa ve Açık Hava Aktiviteleri,Seyahat
recKjVZYCWly3Nn3c,Marissa,Zavattari,Female,İstanbul Kemerburgaz Üniversitesi,İstanbul,Ekonomi,Diğer İlgi Alanları,Kitap Okuma
recKkixhmyWScSwdt,Marion,Moretto,Female,Pamukkale Üniversitesi,Denizli,Mimarlık,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recKmszYi8BydQYlN,Griswold,Bruty,Male,Maltepe Üniversitesi,İstanbul,Tıp,Gönüllülük ve Toplumsal Faaliyetler,Hayvan Bakımı
recKpn1PfWNF8OIwT,Amie,Babcock,Female,Türk-Alman Üniversitesi,İstanbul,Elektrik ve Elektronik Mühendisliği,Oyun ve Zeka Aktiviteleri,Satranç
recKsyP1jI9fguzAi,Shirline,McAndie,Female,İstanbul Teknik Üniversitesi,İstanbul,İnşaat Mühendisliği,Oyun ve Zeka Aktiviteleri,Satranç
recKwTgk4dXR0gQws,Morgun,Raffeorty,Male,İstanbul Medipol Üniversitesi,İstanbul,Arkeoloji,Teknoloji ve Bilim,Yazılım Geliştirme
recKwX9wUJRYyhu85,Yolanthe,Rix,Female,Bilkent Üniversitesi,Ankara,Tıp,Spor ve Sağlık,Dans
recKyDLUjlU328cR2,Oliy,Francisco,Female,Recep Tayyip Erdoğan Üniversitesi,Rize,Bilgisayar Mühendisliği,Spor ve Sağlık,Dağcılık
recKyzQCGkdjGzsa9,Richmond,Ingraham,Male,İstanbul Kültür Üniversitesi,İstanbul,Bilgisayar Mühendisliği,Sanat ve Yaratıcılık,Fotoğrafçılık
recL8xO4jSxiUx84Q,Gustaf,Titford,Male,Kastamonu Üniversitesi,Kastamonu,Tıp,Sanat ve Yaratıcılık,Tiyatro
recLAPbTBdazRczTo,Niko,Nurny,Male,Bursa Uludağ Üniversitesi,Bursa,Bilgisayar Mühendisliği,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recLB3KvK6xE1ZqGf,Iona,Harsant,Female,Recep Tayyip Erdoğan Üniversitesi,Rize,Elektrik ve Elektronik Mühendisliği,Sanat ve Yaratıcılık,Fotoğrafçılık
recLGtwO0ViXtJOyr,Any,Di Giacomo,Male,Yüksek İhtisas Üniversitesi,Ankara,Elektrik ve Elektronik Mühendisliği,Doğa ve Açık Hava Aktiviteleri,Balık Tutma
recLJH3HQjTdFHmZq,Dorene,Clue,Female,Nevşehir Hacı Bektaş Veli Üniversitesi,Nevşehir,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Hayvan Bakımı
recLMNYZOA5SRibFl,Blair,Benedek,Female,Tekirdağ Namık Kemal Üniversitesi,Tekirdağ,Eğitim Fakültesi,Spor ve Sağlık,Yoga
recLO5qc9MwzK2MdM,Kalindi,Myhill,Female,Koç Üniversitesi Anadolu,İstanbul,Ziraat Mühendisliği,Sanat ve Yaratıcılık,Müzik
recLSe1AZdXmTgmAp,Wit,Piens,Male,Piri Reis Üniversitesi,İstanbul,Hukuk,Doğa ve Açık Hava Aktiviteleri,Seyahat
recLaRkhBI4spoUU9,Darcie,Ellin,Female,Eskişehir Teknik Üniversitesi,Eskişehir,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recLcTAV2naza9wCc,Agnese,Woodcock,Female,Türkiye Yüksek İhtisas Üniversitesi,Ankara,Veterinerlik,Diğer İlgi Alanları,Sosyal Medya
recLlPVc3Xy0t67RH,Coretta,Godspeede,Female,Sinop Üniversitesi,Sinop,Hukuk,Teknoloji ve Bilim,E-spor
recLulm5J7VbReS8O,Klemens,Danbury,Male,Maltepe Üniversitesi,İstanbul,Makine Mühendisliği,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recLx8rIHgB7UqJ9b,Elset,Crosskill,Female,Sabancı Üniversitesi,İstanbul,Ziraat Mühendisliği,Teknoloji ve Bilim,E-spor
recM4wCy0opDATzD3,Rosene,Hartwell,Male,Sabancı Üniversitesi,İstanbul,Deniz Bilimleri,Oyun ve Zeka Aktiviteleri,Satranç
recM8u3m0d4zZBGj2,Zachery,Rodwell,Male,İstanbul Ticaret Üniversitesi,İstanbul,Veterinerlik,Oyun ve Zeka Aktiviteleri,Satranç
recM9RFZcWDCIs7xN,Valentijn,Yukhnini,Male,İzmir Ekonomi Üniversitesi,İzmir,Elektrik-Elektronik Mühendisliği,Oyun ve Zeka Aktiviteleri,Satranç
recMDV1Y3l8uT853y,Elisabeth,Elia,Female,Rize Üniversitesi,Rize,İnşaat Mühendisliği,Oyun ve Zeka Aktiviteleri,Satranç
recMOs2kzFzT1Wcu5,Clevey,Pharrow,Male,Karadeniz Teknik Üniversitesi (KTÜ),Trabzon,İnşaat Mühendisliği,Sanat ve Yaratıcılık,Sinema
recMRdU1bUUZrAXoZ,Giacobo,Fair,Male,Fatih Sultan Mehmet Üniversitesi,İstanbul,Makine Mühendisliği,Teknoloji ve Bilim,Yazılım Geliştirme
recMUJlkr6iS0Ps4F,Boigie,Maharg,Male,Lise,İstanbul,Yok,Teknoloji ve Bilim,Yazılım Geliştirme
recMYANGQbMol0We7,Conn,Starcks,Male,Lise,Ankara,Yok,Spor ve Sağlık,Fitness
recMcYDackVmFsF9A,Goraud,Thirlaway,Male,Gaziantep Üniversitesi,Gaziantep,Tıp,Doğa ve Açık Hava Aktiviteleri,Seyahat
recMiZsFgJTr4yPH0,Stanislaw,Brecon,Male,İstanbul Bilgi Üniversitesi,İstanbul,Eğitim Fakültesi,Teknoloji ve Bilim,E-spor
recMiyksYhwM9o27O,Vita,Cains,Female,Dokuz Eylül Üniversitesi,İzmir,Fizik,Doğa ve Açık Hava Aktiviteleri,Balık Tutma
recMkxaheRtCvjTcS,Arlene,Guillard,Male,Trabzon Üniversitesi,Trabzon,Tıp,Teknoloji ve Bilim,Bilim Kurgu
recMlOXY9kkaFSZ2X,Ted,Ghent,Male,Adnan Menderes Üniversitesi,Aydın,Veterinerlik,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recMqlAD8gor3W9PV,Reagen,Giblin,Male,Kocaeli Üniversitesi,Kocaeli,Tarım Bilimleri,Doğa ve Açık Hava Aktiviteleri,Bahçe İşleri
recMwJq6hNTnGLCRK,Hillier,Skyppe,Male,İzmir Ekonomi Üniversitesi,İzmir,Hukuk,Oyun ve Zeka Aktiviteleri,Satranç
recMyT3DYTK9SPJtQ,Moises,Applegarth,Male,Artvin Çoruh Üniversitesi,Artvin,İktisat,Sanat ve Yaratıcılık,Müzik
recN6mJl1PgOCRkUD,Dino,Soal,Male,Koç Üniversitesi Anadolu,İstanbul,Eczacılık,Sanat ve Yaratıcılık,Grafik Tasarım
recNBJ8ckxudrENpB,Lamar,Hardson,Male,Recep Tayyip Erdoğan Üniversitesi,Rize,Veterinerlik,Diğer İlgi Alanları,Koleksiyonculuk
recNJBcdcuiJlS2GT,Colver,McVeighty,Male,Çukurova Üniversitesi,Adana,Veterinerlik,Diğer İlgi Alanları,Koleksiyonculuk
recNOEcdUJLmkeDZl,Fanny,Raimbauld,Female,İstanbul Arel Üniversitesi,İstanbul,İnşaat Mühendisliği,Oyun ve Zeka Aktiviteleri,Satranç
recNSRVlZN1TjJ4uQ,Flemming,Moden,Male,Eskişehir Osmangazi Üniversitesi,Eskişehir,Hukuk,Doğa ve Açık Hava Aktiviteleri,Bahçe İşleri
recNTSeHqkwWRlt0w,Ganny,Roma,Male,Sabahattin Zaim Üniversitesi,İstanbul,Bilgisayar Mühendisliği,Doğa ve Açık Hava Aktiviteleri,Seyahat
recNb87pe9ETIiZBr,Talya,Reavey,Female,Sabancı Üniversitesi,İstanbul,Bilgisayar Mühendisliği,Sanat ve Yaratıcılık,Yaratıcı Yazarlık
recNe795Z9w8yzIYM,Jefferey,Arr,Male,İstanbul Bilim Üniversitesi,İstanbul,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recNfTOfHDPFkjuBn,Jarrod,Exall,Male,Trakya Üniversitesi,Edirne,Bilgisayar Mühendisliği,Sanat ve Yaratıcılık,Şiir Yazma
recNhHeuQzsd9UD3F,Kissie,Wafer,Female,Akdeniz Üniversitesi,Antalya,Ekonomi,Diğer İlgi Alanları,Kitap Okuma
recNj7Sq37Oj1ZNqO,Marya,Mattisssen,Female,Bahçeşehir Üniversitesi,İstanbul,Bilgisayar Mühendisliği,Diğer İlgi Alanları,Kitap Okuma
recNjF1ezWfaImNRa,Allyn,Dulieu,Female,İstanbul Kadir Has Üniversitesi,İstanbul,Tıp,Oyun ve Zeka Aktiviteleri,Satranç
recNnLONLwNI1IyPv,Nat,Tole,Female,Lise,İstanbul,Yok,Spor ve Sağlık,Fitness
recNnoNPqPJiUi4AK,Ollie,Brizland,Male,Kastamonu Üniversitesi,Kastamonu,Orman Mühendisliği,Teknoloji ve Bilim,Yazılım Geliştirme
recNs7F9M68KfkcKi,Quentin,Kynnd,Male,Hakkari Üniversitesi,Hakkari,Hukuk,Doğa ve Açık Hava Aktiviteleri,Kampçılık
recNtZd84PMsKGx7l,Jerome,McManus,Male,Eskişehir Osmangazi Üniversitesi,Eskişehir,Elektrik ve Elektronik Mühendisliği,Teknoloji ve Bilim,Yazılım Geliştirme
recNuTkGMUFA0DfeW,Doria,Comar,Female,Sinop Üniversitesi,Sinop,Veterinerlik,Teknoloji ve Bilim,E-spor
recNxycFYnFcspyYF,Brod,Nussey,Male,İstanbul Kultur University,İstanbul,Tıp,Doğa ve Açık Hava Aktiviteleri,Seyahat
recNydN8YF8J2YcHY,Fey,Dobble,Female,Gazi Üniversitesi,Ankara,Hukuk,Sanat ve Yaratıcılık,Şiir Yazma
recO4EFRNWw3Hach8,Boyce,Leber,Male,Muğla Sıtkı Koçman Üniversitesi,Muğla,Veterinerlik,Diğer İlgi Alanları,Kitap Okuma
recO4q2pev6JlBsNd,Nancy,Wellings,Female,Dumlupınar Üniversitesi,Kütahya,Ziraat Mühendisliği,Oyun ve Zeka Aktiviteleri,Satranç
recOEOnTSzg6lurMz,Andris,Folley,Male,Sakarya Üniversitesi,Sakarya,İktisat,Doğa ve Açık Hava Aktiviteleri,Bahçe İşleri
recOEnYq0e51yn84E,Veradis,Nobriga,Female,Süleyman Demirel Üniversitesi,Isparta,Tıp,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recOHrQ0aqYEaMU0v,Alberto,Zute,Male,Tekirdağ Namık Kemal Üniversitesi,Tekirdağ,Hukuk,Sanat ve Yaratıcılık,Şiir Yazma
recOQwzbZCBPUx7Vn,Nobie,Barkworth,Male,Sinop Üniversitesi,Sinop,Fizik,Spor ve Sağlık,Fitness
recORcpeOljO6MK6i,Garreth,Haughey,Male,Maltepe Üniversitesi,İstanbul,Beden Eğitimi ve Spor Öğretmenliği,Sanat ve Yaratıcılık,Sinema
recOTTgmUiq7incQE,Audrey,Bointon,Female,İstanbul Kemerburgaz Üniversitesi,İstanbul,Tıp,Oyun ve Zeka Aktiviteleri,Satranç
recOVSdUDM7SGnRqz,Alaster,Tison,Male,Eskişehir Teknik Üniversitesi,Eskişehir,Fizik,Doğa ve Açık Hava Aktiviteleri,Doğa Yürüyüşü
recOVr772X20OlzBS,Rogerio,Sleith,Male,İstanbul Ticaret Üniversitesi,İstanbul,Fizik,Oyun ve Zeka Aktiviteleri,Satranç
recOj9HKs0p90Na2i,D'arcy,Franzke,Male,İstanbul Teknik Üniversitesi,İstanbul,Mühendislik,Sanat ve Yaratıcılık,Yaratıcı Yazarlık
recOpYY0JiBESaSEK,Amalita,Cuesta,Female,Koç Üniversitesi Anadolu,İstanbul,Deniz Bilimleri,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
recOqslHnOCEV06ii,Joceline,Gritsunov,Female,Gaziantep Üniversitesi,Gaziantep,Tıp,Oyun ve Zeka Aktiviteleri,Satranç
recOwWGQ8if9pRh8o,Tabina,Agirre,Female,Giresun Üniversitesi,Giresun,Tıp,Sanat ve Yaratıcılık,Sinema
recP0D2DkKYLnKs1T,Claiborn,Josupeit,Male,İstanbul Kadir Has Üniversitesi,İstanbul,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Hayvan Bakımı
recP7c7XAVecf7LbV,Darlleen,Fishbourn,Female,Türk-Alman Üniversitesi,İstanbul,Tarım Bilimleri,Teknoloji ve Bilim,Yazılım Geliştirme
recP8vaQGcKm6Chzg,Even,Manuelli,Male,Bahçeşehir Üniversitesi,İstanbul,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recPCxTVtWKQg547M,Chaunce,Egerton,Male,Sabancı Üniversitesi,İstanbul,Eğitim Fakültesi,Spor ve Sağlık,Yoga
recPEVmNwMPZVRfDh,Barbabra,McLay,Female,Kastamonu Üniversitesi,Kastamonu,Bilgisayar Mühendisliği,Diğer İlgi Alanları,Koleksiyonculuk
recPGW54r3eKWG55J,Meriel,Cockerell,Female,Samsun Üniversitesi,Samsun,İktisat,Doğa ve Açık Hava Aktiviteleri,Seyahat
recPJ3rVCgFkzorrH,Alanna,Stanworth,Female,Karadeniz Teknik Üniversitesi (KTÜ),Trabzon,Eczacılık,Sanat ve Yaratıcılık,Şiir Yazma
recPMttqCeIWXyc0L,Jeanette,Kuhnert,Female,Anadolu Üniversitesi Yerleşik,Eskişehir,İnşaat Mühendisliği,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recPQE3lbc4buFU3D,Harmon,Strangward,Male,Dokuz Eylül Üniversitesi,İzmir,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recPWDdmHcuvbCIwz,Lilith,Loalday,Female,Muğla Sıtkı Koçman Üniversitesi,Muğla,Ziraat Mühendisliği,Teknoloji ve Bilim,E-spor
recPX1uNqITLdOlhO,Simonette,Yanne,Female,İstanbul Aydın Üniversitesi,İstanbul,İşletme,Diğer İlgi Alanları,Sosyal Medya
recPbnoeDO0xCsUW3,Aguste,Doyle,Male,Lise,Ankara,Yok,Diğer İlgi Alanları,Kitap Okuma
recPdAeH0JEa2X8lz,Toni,Cronin,Female,Fatih Sultan Mehmet Üniversitesi,İstanbul,Bilgisayar Mühendisliği,Sanat ve Yaratıcılık,Fotoğrafçılık
recPsD9i9VHSsx8rI,Maynord,Mitkin,Male,Lise,İzmir,Yok,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recQ3cnu1UctC2pmG,Reube,Senton,Male,Koç Üniversitesi Anadolu,İstanbul,Elektrik ve Elektronik Mühendisliği,Teknoloji ve Bilim,Bilim Kurgu
recQ6AWOHfu7wl22p,Shae,Sigmund,Male,İstanbul Sabahattin Zaim Üniversitesi,İstanbul,Fizik,Doğa ve Açık Hava Aktiviteleri,Kampçılık
recQJUJwIiCyD9Tnw,Gillan,Wyer,Female,Marmara Üniversitesi,İstanbul,Deniz Bilimleri,Oyun ve Zeka Aktiviteleri,Satranç
recQM4R2aELDb1KZ6,Dedie,Remer,Female,İstanbul Ticaret Üniversitesi,İstanbul,Eczacılık,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
recQNgKJl4zkM4HVv,Alessandro,Vannoni,Male,Sabahattin Zaim Üniversitesi,İstanbul,Elektrik ve Elektronik Mühendisliği,Doğa ve Açık Hava Aktiviteleri,Seyahat
recQOeGwiQQpD6ntO,Verena,Lansly,Female,Bursa Uludağ Üniversitesi,Bursa,Beden Eğitimi ve Spor Öğretmenliği,Teknoloji ve Bilim,Web Tasarımı
recQQNVnIVrYVbbqM,Daisie,McArthur,Female,Türkiye Odalar ve Borsalar Birliği Üniversitesi,Ankara,Eğitim Fakültesi,Spor ve Sağlık,Dans
recQWVXmTe4dANwuZ,Fallon,Hupka,Female,Türkiye Odalar ve Borsalar Birliği Üniversitesi,Ankara,Hukuk,Sanat ve Yaratıcılık,Grafik Tasarım
recQWcelvGwynRoMH,Carolan,Rolse,Female,Çukurova Üniversitesi,Adana,İşletme,Doğa ve Açık Hava Aktiviteleri,Balık Tutma
recQXAfIUyMKAx0RS,Charmain,Le Friec,Female,Bursa Uludağ Üniversitesi,Bursa,Makine Mühendisliği,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recQcflDYkKvrjRqi,Lona,McGeneay,Female,Çukurova Üniversitesi,Adana,Turizm,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
recQd3FYi6cg9L8rO,Staford,Towne,Male,Adnan Menderes Üniversitesi,Aydın,Ekonomi,Diğer İlgi Alanları,Koleksiyonculuk
recQeKHoeLtLRgfNg,Kakalina,Sandal,Female,İstanbul Şehir Üniversitesi,İstanbul,Orman Mühendisliği,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recQeMpKV98abR3AU,Ebonee,Tennant,Female,İstanbul Sabahattin Zaim Üniversitesi,İstanbul,Mühendislik Fakültesi,Sanat ve Yaratıcılık,Şiir Yazma
recQoh1N5KhoYRLxv,Regan,Snooks,Male,Yıldız Teknik Üniversitesi,İstanbul,Beden Eğitimi ve Spor Öğretmenliği,Teknoloji ve Bilim,Yazılım Geliştirme
recQpenFlBweM5FDj,Billye,Keunemann,Female,Recep Tayyip Erdoğan Üniversitesi,Rize,Mühendislik,Spor ve Sağlık,Meditasyon
recQpvm95oQ48LAdb,Shari,McMullen,Female,Yalova Üniversitesi,Yalova,Beden Eğitimi ve Spor Öğretmenliği,Spor ve Sağlık,Dağcılık
recQv2zsm7xsLkLHk,Francis,McCleary,Male,Mersin Üniversitesi,Mersin,Ziraat Mühendisliği,Teknoloji ve Bilim,Bilim Kurgu
recR5krZLuOF2QH1s,Broddy,Daniello,Male,İstanbul Kemerburgaz Üniversitesi,İstanbul,İşletme,Oyun ve Zeka Aktiviteleri,Satranç
recR6mbOCe5FL2vnN,Eula,Girdwood,Female,Marmara Üniversitesi,İstanbul,Arkeoloji,Diğer İlgi Alanları,Kitap Okuma
recREWeZJsRtgeafz,Kurt,Abernethy,Male,Yalova Üniversitesi,Yalova,Tarım Bilimleri,Spor ve Sağlık,Fitness
recRJgnE4Tw37PYzF,Niki,Geroldi,Male,Erciyes Üniversitesi,Kayseri,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recROy84UTr1s1jED,Anton,Cape,Male,Samsun Üniversitesi,Samsun,Tıp,Doğa ve Açık Hava Aktiviteleri,Doğa Yürüyüşü
recRVyNsbkcl24BJt,Justin,Leftley,Female,Dumlupınar Üniversitesi,Kütahya,Orman Mühendisliği,Teknoloji ve Bilim,Yazılım Geliştirme
recRaNvewLTyYgXtU,Virgina,Crosio,Female,İstanbul Yeni Yüzyıl Üniversitesi,İstanbul,Elektrik ve Elektronik Mühendisliği,Teknoloji ve Bilim,Web Tasarımı
recRaug71uukOimgN,Darda,MacRorie,Female,Dumlupınar Üniversitesi,Kütahya,İnşaat Mühendisliği,Diğer İlgi Alanları,Yemek Yapma
recRybmIcCZcpbjUg,Abelard,Kiddye,Male,İstanbul Kultur University,İstanbul,İnşaat Mühendisliği,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
recS0ICWYM9ABAlEU,Kara,Shilleto,Female,Karadeniz Teknik Üniversitesi,Trabzon,Mimarlık,Oyun ve Zeka Aktiviteleri,Satranç
recS2FauKQnL8rvic,Sebastian,Haborn,Male,Hakkari Üniversitesi,Hakkari,Makine Mühendisliği,Teknoloji ve Bilim,Astronomi
recS3QM4HrP4VFr7d,Constancia,Binny,Male,İstanbul Kultur University,İstanbul,İktisat,Sanat ve Yaratıcılık,Müzik
recS6lIL6EKxPnybS,Gorden,Minichillo,Male,Gaziantep Üniversitesi,Gaziantep,Makine Mühendisliği,Doğa ve Açık Hava Aktiviteleri,Seyahat
recS7ycoyrdhaHZEO,Murdock,Zanotti,Male,Ege Üniversitesi,İzmir,Makine Mühendisliği,Teknoloji ve Bilim,E-spor
recSAAAwdszzNUyfs,Christen,Piscopiello,Female,Yaşar Üniversitesi,İzmir,Tıp,Teknoloji ve Bilim,Astronomi
recSHF8XAkaXKKKBF,Jo-anne,Espinas,Female,İstanbul Ticaret Üniversitesi,İstanbul,Bilgisayar Mühendisliği,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recSLOTasNxfpGWGX,Nanny,Nelthropp,Female,Yıldız Teknik Üniversitesi,İstanbul,Veterinerlik,Oyun ve Zeka Aktiviteleri,Satranç
recSPcLJGmnQAEQ6c,Chloe,Pywell,Female,Kastamonu Üniversitesi,Kastamonu,Tıp,Spor ve Sağlık,Meditasyon
recSTQXJdCYqe4IIb,Cullan,Duplock,Male,İstanbul Yeni Yüzyıl Üniversitesi,İstanbul,İnşaat Mühendisliği,Sanat ve Yaratıcılık,Resim
recSX1GpMuGMuvDUq,Roderic,Wernham,Male,Dokuz Eylül Üniversitesi,İzmir,Tıp,Spor ve Sağlık,Meditasyon
recSYDIrbKnOYbwKe,Venus,Bernardino,Female,Eskişehir Teknik Üniversitesi,Eskişehir,Orman Mühendisliği,Teknoloji ve Bilim,Web Tasarımı
recSbFWFsV0xzLz0T,Sukey,McArt,Female,İstanbul Üniversitesi,İstanbul,Bilgisayar Mühendisliği,Sanat ve Yaratıcılık,Resim
recSsxuYBbUBWaEn7,Ewart,Iddenden,Male,Orta Doğu Teknik Üniversitesi (ODTÜ),Ankara,Elektrik-Elektronik Mühendisliği,Doğa ve Açık Hava Aktiviteleri,Kampçılık
recT2l4cBGR8H9M97,Robinette,Sabey,Female,Erciyes Üniversitesi,Kayseri,Makine Mühendisliği,Teknoloji ve Bilim,Web Tasarımı
recT88MMFUShrfzBX,Ad,Glendenning,Male,Samsun Üniversitesi,Samsun,Hukuk,Teknoloji ve Bilim,E-spor
recTBY1YnKq9bQe7L,Melanie,Jacobbe,Female,Nevşehir Hacı Bektaş Veli Üniversitesi,Nevşehir,Arkeoloji,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
recTK20LPh2n6no2d,Evelina,Nestoruk,Female,Recep Tayyip Erdoğan Üniversitesi,Rize,Fizik,Doğa ve Açık Hava Aktiviteleri,Seyahat
recTOmx6gAczmbqcy,Tessi,Grand,Female,Yeditepe Üniversitesi,İstanbul,Hukuk,Sanat ve Yaratıcılık,Resim
recTOqD73PmOtCCBw,Fredi,McQuode,Female,İstanbul Kadir Has Üniversitesi,İstanbul,Elektrik ve Elektronik Mühendisliği,Sanat ve Yaratıcılık,Müzik
recTP7QOHulyGWTOb,Julienne,Cosans,Female,İstanbul Kadir Has Üniversitesi,İstanbul,Fizik,Spor ve Sağlık,Fitness
recTTHyMufHjLnWel,Malissa,Mahy,Female,Koç Üniversitesi,İstanbul,Makine Mühendisliği,Spor ve Sağlık,Dağcılık
recTZvy3e1AleS8Jc,Mireille,Docksey,Female,İstanbul Arel Üniversitesi,İstanbul,Tarım Bilimleri,Spor ve Sağlık,Yoga
recTauVws3Z4SQHTh,Wendall,Atack,Male,Ordu Üniversitesi,Ordu,İşletme,Doğa ve Açık Hava Aktiviteleri,Balık Tutma
recTcFtKmzJ0dOuMI,Seana,Peaseman,Male,Mersin Üniversitesi,Mersin,Tıp,Sanat ve Yaratıcılık,Müzik
recTpSTnH4XDnEb4H,Elly,Sainte Paul,Female,Bursa Uludağ Üniversitesi,Bursa,Tarım Bilimleri,Spor ve Sağlık,Dağcılık
recTqtivQX7aCmWvz,Coralie,Jaquest,Male,Yalova Üniversitesi,Yalova,Elektrik-Elektronik Mühendisliği,Doğa ve Açık Hava Aktiviteleri,Doğa Yürüyüşü
recTvT8Bw10pen6kq,Mathilda,Heaslip,Female,Bozok Üniversitesi,Yozgat,İnşaat Mühendisliği,Sanat ve Yaratıcılık,Müzik
recTxrG7DUF3jXHIx,Rod,Bierton,Male,Sabancı Üniversitesi,İstanbul,İşletme,Doğa ve Açık Hava Aktiviteleri,Seyahat
recTyliOBVQ8t2XWv,Maribel,Ketteman,Female,Sabancı Üniversitesi,İstanbul,Ekonomi,Teknoloji ve Bilim,Web Tasarımı
recU201oQfYJSmcZg,Mair,Dymott,Female,İstanbul Kultur University,İstanbul,Makine Mühendisliği,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recUB5HGo29UUPUXE,Rufe,Walpole,Male,Ordu Üniversitesi,Ordu,Hukuk,Spor ve Sağlık,Fitness
recUCEDfvXX2CDUzK,Kelby,Blenkiron,Male,Yalova Üniversitesi,Yalova,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Hayvan Bakımı
recUEFXfiq0VCm7Bg,Sophie,Fills,Female,İzmir Ekonomi Üniversitesi,İzmir,Bilgisayar Mühendisliği,Sanat ve Yaratıcılık,Tiyatro
recUP4gbzd64YNOoG,Aksel,Riccelli,Male,Süleyman Demirel Üniversitesi,Isparta,Beden Eğitimi ve Spor Öğretmenliği,Teknoloji ve Bilim,Astronomi
recUdqvG79er9Ltha,Cyrill,Brugman,Male,Bursa Uludağ Üniversitesi,Bursa,Tarım Bilimleri,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recUmRM7YhiP76dIB,Craggie,Livzey,Male,İstanbul Yeni Yüzyıl Üniversitesi,İstanbul,Bilgisayar Mühendisliği,Diğer İlgi Alanları,Kitap Okuma
recUniEhT8C2UH9wD,Jerrold,Baysting,Male,İstanbul Arel Üniversitesi,İstanbul,Turizm,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
recUuo7SVoDvgzhmC,Gerome,Cornick,Male,Anadolu Üniversitesi Açıköğretim Fakültesi,Eskişehir,Tarım Bilimleri,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recUwBg7sPLLHJ9rF,Cheri,Barrable,Female,İzmir Yüksek Teknoloji Enstitüsü,İzmir,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
